log_line,category
2026-03-11T03:58:09.198Z ERROR [inventory-service] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-16T05:23:12.715Z ERROR [order-service] Liveness probe failed: HTTP probe failed with statuscode 503 pod=payment-service-9a8b7c-lm2np consecutive_failures=3,deployment_issue
2026-03-10T22:28:51.223Z WARN  [worker-pool] File descriptor leak detected: open_fds=3617 baseline=159 host=prod-node-01,resource_exhaustion
"2026-03-11T23:21:22.462Z ERROR [worker-pool] Invalid configuration: max_connections must be > 0, got -1 source=/etc/worker-pool/config.yaml",config_error
"2026-03-10T21:05:10.604Z ERROR [user-service] ImagePullBackOff: failed to pull image registry.internal/user-service:v5.0.60 error=""manifest unknown""",deployment_issue
2026-03-17T00:20:43.042Z ERROR [billing-service] Too many open files: ulimit=2407 current=3475 host=k8s-worker-3c,resource_exhaustion
2026-03-14T12:01:33.387Z INFO  [inventory-service] Message consumed topic=orders partition=6 offset=748898 lag=0,normal
2026-03-10T11:07:19.310Z ERROR [payment-service] ENOMEM: mmap failed size=3768MB host=prod-node-02 available_memory=52MB,resource_exhaustion
2026-03-13T16:20:50.420Z ERROR [billing-service] Helm values override conflict: both 'replicas' and 'autoscaling.enabled' are set,config_error
"2026-03-14T19:02:40.994Z ERROR [cdn-proxy] gRPC call failed code=UNAVAILABLE desc=""transport is closing"" method=/cdn-proxy.Service/Process",error_rate
2026-03-16T08:26:49.401Z ERROR [order-service] S3 GetObject failed: bucket=prod-assets key=config/order-service.yaml error=NoSuchBucket request_id=3820dabec8ad,dependency_failure
"2026-03-11T06:32:13.736Z ERROR [notification-service] Response validation failed: expected 200, got 401 body=""{\""error\"":\""service degraded\""}"" request_id=9efe18cc507f",error_rate
"2026-03-10T05:01:04.597Z WARN  [order-service] TLS certificate path /etc/ssl/order-service/tls.crt does not exist, disabling TLS",config_error
"2026-03-15T01:54:26.847Z ERROR [search-service] Invalid configuration: max_connections must be > 0, got -1 source=/etc/search-service/config.yaml",config_error
2026-03-17T13:06:44.410Z ERROR [analytics-service] Evicted pod=order-service-3c2d1e-jk5gh namespace=production reason=The node was low on resource: memory,resource_exhaustion
2026-03-14T16:05:44.033Z WARN  [order-service] Swap usage high: 94% used (4GB/7GB) host=prod-node-02,resource_exhaustion
"2026-03-10T21:43:15.292Z ERROR [worker-pool] Invalid configuration: max_connections must be > 0, got -1 source=/etc/worker-pool/config.yaml",config_error
"2026-03-16T14:41:20.128Z ERROR [cdn-proxy] Traceback (most recent call last):\n  File ""/app/cdn-proxy/views.py"", line 292, in handle_request\n    result = process(data)\nValueError: invalid literal for int() with base 10: 'abc'",error_rate
"2026-03-14T12:41:37.653Z ERROR [api-gateway] Response validation failed: expected 200, got 503 body=""{\""error\"":\""service degraded\""}"" request_id=510f9de78708",error_rate
"2026-03-15T14:57:20.622Z ERROR [cache-manager] POST /api/v1/inventory failed status=504 error=""Internal Server Error"" request_id=bc898e22d222",error_rate
"2026-03-10T12:34:10.724Z WARN  [api-gateway] Consul health check failing for sendgrid-email: status=critical output=""TCP connection timeout""",dependency_failure
2026-03-15T07:06:56.643Z INFO  [event-bus] Health check passed endpoint=/healthz status=ok uptime=34521s,normal
2026-03-10T02:21:53.213Z ERROR [billing-service] Connection pool exhausted: active=95/100 waiting=42 timeout=5000ms db=postgres-replica-1,resource_exhaustion
2026-03-15T05:29:26.053Z ERROR [inventory-service] HTTP 503 Service Unavailable upstream=aws-sqs retries=3/3 request_id=29d74119ea6c,error_rate
"2026-03-13T17:50:49.520Z ERROR [inventory-service] gRPC connection to aws-sqs failed: code=UNAVAILABLE desc=""dns resolution failed for aws-sqs.svc.cluster.local""",dependency_failure
2026-03-12T01:43:55.821Z FATAL [worker-pool] Cannot fork new process: errno=12 (Cannot allocate memory) host=k8s-worker-2b pid=2954,resource_exhaustion
2026-03-16T06:01:30.662Z ERROR [search-service] HPA unable to scale: unable to get metrics for resource cpu: no metrics returned from resource metrics API,deployment_issue
2026-03-16T06:48:31.791Z ERROR [payment-service] Unhandled exception in request handler: NullPointerException at com.payment-service.handler.process(Handler.java:142) request_id=5940083ba7c8,error_rate
2026-03-10T18:46:48.811Z ERROR [auth-service] OOMKilled container=auth-service pod=worker-pool-6e5f4g-vw8xy namespace=monitoring memory_limit=512Mi usage=511Mi,resource_exhaustion
2026-03-09T16:29:04.606Z ERROR [analytics-service] Too many open files: ulimit=2757 current=2001 host=k8s-worker-1a,resource_exhaustion
2026-03-10T14:32:49.946Z INFO  [billing-service] Successfully processed request request_id=9287ff13dcd1 duration=275ms,normal
2026-03-15T21:22:50.477Z INFO  [analytics-service] Deployment readiness probe succeeded pod=payment-service-9a8b7c-lm2np namespace=default,normal
2026-03-16T22:06:37.698Z WARN  [inventory-service] Thread pool saturated: active=124/200 queue=781 rejected=7,resource_exhaustion
"2026-03-15T09:11:39.786Z ERROR [notification-service] Vault sealed: unable to retrieve secret secret/notification-service/db-creds error=""Vault is sealed""",dependency_failure
2026-03-16T14:27:31.198Z ERROR [auth-service] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
"2026-03-09T19:52:36.898Z ERROR [scheduler] Traceback (most recent call last):\n  File ""/app/scheduler/views.py"", line 209, in handle_request\n    result = process(data)\nValueError: invalid literal for int() with base 10: 'abc'",error_rate
2026-03-12T00:43:51.063Z ERROR [worker-pool] 500 errors spiking: count=500 window=5m baseline=6,error_rate
2026-03-10T04:01:42.905Z ERROR [cdn-proxy] Feature flag parsing error: invalid JSON in flag 'enable_new_checkout' value='tru' expected boolean,config_error
2026-03-16T10:57:43.303Z WARN  [payment-service] Swap usage high: 84% used (4GB/6GB) host=prod-node-02,resource_exhaustion
"2026-03-14T05:11:11.824Z ERROR [cache-manager] Vault sealed: unable to retrieve secret secret/cache-manager/db-creds error=""Vault is sealed""",dependency_failure
"2026-03-12T22:53:14.367Z FATAL [cache-manager] Environment variable DATABASE_URL is not set, cannot start service",config_error
2026-03-14T20:58:54.676Z ERROR [search-service] Unhandled exception in request handler: NullPointerException at com.search-service.handler.process(Handler.java:142) request_id=001a728bd3b3,error_rate
"2026-03-14T03:54:25.126Z ERROR [search-service] MongoDB replica set election in progress: postgres-primary error=""not primary"" retrying in 7s",dependency_failure
"2026-03-10T11:39:42.357Z WARN  [payment-service] Consul health check failing for consul-cluster: status=critical output=""TCP connection timeout""",dependency_failure
"2026-03-17T10:13:23.023Z WARN  [user-service] Canary deployment user-service-canary error rate 12.5% exceeds threshold 5%, initiating rollback",deployment_issue
2026-03-16T13:16:40.038Z ERROR [cache-manager] ENOMEM: mmap failed size=3579MB host=k8s-worker-3c available_memory=71MB,resource_exhaustion
"2026-03-17T00:48:36.820Z ERROR [user-service] MongoDB replica set election in progress: mongodb-analytics error=""not primary"" retrying in 10s",dependency_failure
2026-03-16T19:59:23.698Z ERROR [cdn-proxy] Redis READONLY: You can't write against a read only replica host=redis-cache-02 command=SET,dependency_failure
2026-03-12T02:20:40.978Z WARN  [search-service] Error rate threshold exceeded: 15.3% errors in last 60s (threshold=5%) endpoint=/metrics,error_rate
2026-03-16T01:55:57.303Z FATAL [search-service] Cannot fork new process: errno=12 (Cannot allocate memory) host=staging-node-01 pid=36021,resource_exhaustion
2026-03-12T02:51:41.988Z ERROR [worker-pool] Feature flag parsing error: invalid JSON in flag 'enable_new_checkout' value='tru' expected boolean,config_error
"2026-03-09T23:26:39.945Z WARN  [api-gateway] Consul health check failing for vault-server: status=critical output=""TCP connection timeout""",dependency_failure
2026-03-15T05:03:48.755Z ERROR [user-service] Connection refused to mongodb-analytics host=10.0.49.175:5432 errno=ECONNREFUSED,dependency_failure
2026-03-11T12:47:20.310Z ERROR [cdn-proxy] PersistentVolumeClaim cdn-proxy-data pending: no persistent volumes available for this claim namespace=production,deployment_issue
2026-03-15T14:48:05.040Z DEBUG [user-service] TLS handshake completed peer=staging-node-01:443 protocol=TLSv1.3 cipher=TLS_AES_256_GCM_SHA384,normal
2026-03-15T16:23:39.188Z WARN  [user-service] CPU throttling detected: 63% throttled periods pod=worker-pool-6e5f4g-vw8xy cpu_limit=500m,resource_exhaustion
"2026-03-12T08:12:12.039Z ERROR [api-gateway] gRPC call failed code=UNAVAILABLE desc=""transport is closing"" method=/api-gateway.Service/Process",error_rate
2026-03-15T01:28:27.415Z ERROR [scheduler] Connection refused to redis-cache-02 host=10.0.50.222:5432 errno=ECONNREFUSED,dependency_failure
2026-03-11T20:45:41.515Z WARN  [cache-manager] Thread pool saturated: active=174/200 queue=214 rejected=15,resource_exhaustion
"2026-03-11T04:17:12.951Z ERROR [event-bus] Helm release failed: upgrade ""event-bus"" failed: timed out waiting for the condition namespace=kube-system",deployment_issue
2026-03-15T04:17:22.645Z ERROR [event-bus] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-09T14:41:20.770Z INFO  [billing-service] Graceful shutdown initiated pid=27085 signal=SIGTERM,normal
2026-03-16T17:33:04.351Z INFO  [inventory-service] POST /readyz completed status=201 latency=73ms request_id=71b5cb35da51,normal
2026-03-10T09:17:25.283Z WARN  [payment-service] Memory usage critical: 94.7% used (heap=1847MB/1952MB) GC overhead=38% host=k8s-worker-2b,resource_exhaustion
2026-03-17T05:08:30.832Z INFO  [cache-manager] DELETE /healthz completed status=200 latency=216ms request_id=014c03bbcf45,normal
"2026-03-14T08:55:37.418Z ERROR [cdn-proxy] gRPC call failed code=UNAVAILABLE desc=""transport is closing"" method=/cdn-proxy.Service/Process",error_rate
2026-03-10T11:09:14.653Z ERROR [search-service] Circuit breaker OPEN for /metrics failures=23/25 window=30s,error_rate
2026-03-14T20:27:38.241Z INFO  [cache-manager] Graceful shutdown initiated pid=32719 signal=SIGTERM,normal
"2026-03-13T19:43:28.154Z ERROR [cache-manager] Init container failed: exit code 1 container=db-migration pod=auth-service-5d4e3f-qr7ws reason=""migration failed""",deployment_issue
2026-03-10T06:49:35.823Z WARN  [event-bus] Circuit breaker half-open for aws-sqs testing with 1 request after 30s cooldown,dependency_failure
2026-03-12T07:28:47.211Z ERROR [event-bus] Node scheduling failed: 0/10 nodes available: insufficient cpu pod=payment-service-9a8b7c-lm2np,deployment_issue
2026-03-15T01:06:01.216Z ERROR [cdn-proxy] S3 GetObject failed: bucket=prod-assets key=config/cdn-proxy.yaml error=NoSuchBucket request_id=862023413fb9,dependency_failure
"2026-03-14T10:33:09.281Z ERROR [analytics-service] MongoDB replica set election in progress: mongodb-analytics error=""not primary"" retrying in 9s",dependency_failure
2026-03-16T10:01:55.528Z INFO  [user-service] Metrics exported datapoints=198 target=prometheus,normal
"2026-03-10T23:58:05.298Z WARN  [billing-service] Deprecated config key 'ssl_verify' used, migrate to 'tls.verify_certificates' before v3.0",config_error
"2026-03-10T04:34:30.449Z FATAL [worker-pool] Environment variable DATABASE_URL is not set, cannot start service",config_error
2026-03-09T14:55:09.915Z ERROR [analytics-service] CrashLoopBackOff pod=auth-service-5d4e3f-qr7ws namespace=kube-system restart_count=17 back_off=5m,deployment_issue
2026-03-14T12:38:29.923Z ERROR [order-service] Secret mount failed: /var/run/secrets/order-service/api-key: no such file or directory,config_error
2026-03-12T02:49:21.858Z WARN  [inventory-service] Swap usage high: 78% used (6GB/7GB) host=prod-node-02,resource_exhaustion
"2026-03-15T04:32:01.524Z ERROR [user-service] MongoDB replica set election in progress: postgres-primary error=""not primary"" retrying in 10s",dependency_failure
2026-03-10T10:39:20.685Z ERROR [user-service] OOMKilled container=user-service pod=auth-service-5d4e3f-qr7ws namespace=kube-system memory_limit=512Mi usage=511Mi,resource_exhaustion
"2026-03-13T00:23:59.641Z ERROR [user-service] Invalid configuration: max_connections must be > 0, got -1 source=/etc/user-service/config.yaml",config_error
2026-03-13T13:57:04.147Z ERROR [worker-pool] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-15T20:30:05.814Z INFO  [auth-service] PUT /api/v2/search completed status=304 latency=263ms request_id=4686ca4187ae,normal
2026-03-10T19:18:03.783Z DEBUG [notification-service] TLS handshake completed peer=k8s-worker-1a:443 protocol=TLSv1.3 cipher=TLS_AES_256_GCM_SHA384,normal
2026-03-11T05:37:10.055Z ERROR [billing-service] 500 errors spiking: count=445 window=5m baseline=9,error_rate
2026-03-15T19:14:05.241Z WARN  [auth-service] Rolling update paused: maxUnavailable reached deployment/auth-service unavailable=4,deployment_issue
2026-03-15T14:57:32.395Z WARN  [auth-service] Blue-green switch aborted: new version health check failed endpoint=/readyz host=prod-node-01,deployment_issue
2026-03-13T17:54:57.499Z ERROR [worker-pool] Schema migration version mismatch: expected=42 got=39 database=postgres-replica-1,config_error
2026-03-11T08:18:27.050Z ERROR [payment-service] Too many open files: ulimit=1113 current=2269 host=k8s-worker-2b,resource_exhaustion
"2026-03-16T17:06:48.083Z ERROR [billing-service] Vault sealed: unable to retrieve secret secret/billing-service/db-creds error=""Vault is sealed""",dependency_failure
2026-03-14T08:39:31.789Z WARN  [auth-service] Upstream consul-cluster responding slowly: p99=3318ms p50=597ms threshold=1000ms,dependency_failure
"2026-03-14T11:08:36.639Z ERROR [user-service] ImagePullBackOff: failed to pull image registry.internal/user-service:v5.26.75 error=""manifest unknown""",deployment_issue
2026-03-15T01:51:59.691Z FATAL [cdn-proxy] Cannot fork new process: errno=12 (Cannot allocate memory) host=k8s-worker-1a pid=41860,resource_exhaustion
"2026-03-10T18:56:42.097Z ERROR [scheduler] gRPC call failed code=UNAVAILABLE desc=""transport is closing"" method=/scheduler.Service/Process",error_rate
2026-03-11T09:04:30.086Z INFO  [analytics-service] Deployment readiness probe succeeded pod=worker-pool-6e5f4g-vw8xy namespace=default,normal
2026-03-10T07:36:09.496Z ERROR [order-service] PersistentVolumeClaim order-service-data pending: no persistent volumes available for this claim namespace=staging,deployment_issue
2026-03-14T11:29:09.186Z ERROR [cdn-proxy] Circuit breaker OPEN for /api/v1/notifications failures=23/25 window=30s,error_rate
2026-03-14T07:30:04.139Z INFO  [worker-pool] PUT /readyz completed status=200 latency=40ms request_id=56e378b201d4,normal
2026-03-13T22:23:01.010Z INFO  [payment-service] Graceful shutdown initiated pid=30192 signal=SIGTERM,normal
2026-03-12T19:11:05.326Z INFO  [notification-service] Metrics exported datapoints=55 target=prometheus,normal
2026-03-16T05:39:53.421Z WARN  [cache-manager] Upstream aws-sqs responding slowly: p99=13116ms p50=575ms threshold=1000ms,dependency_failure
2026-03-17T10:09:52.494Z WARN  [auth-service] Rollout stalled: deployment/auth-service 2/5 replicas available deadline=600s namespace=monitoring,deployment_issue
2026-03-13T16:04:50.664Z ERROR [notification-service] Request timeout after 30000ms PATCH /api/v1/auth/refresh request_id=17eb481d191e,error_rate
"2026-03-13T07:14:32.060Z ERROR [search-service] Response validation failed: expected 200, got 401 body=""{\""error\"":\""service degraded\""}"" request_id=3827e839d80b",error_rate
2026-03-16T17:20:02.282Z INFO  [payment-service] Graceful shutdown initiated pid=5900 signal=SIGTERM,normal
"2026-03-10T15:50:38.736Z ERROR [worker-pool] Response validation failed: expected 200, got 400 body=""{\""error\"":\""service degraded\""}"" request_id=1d95824a3db5",error_rate
2026-03-14T07:22:51.248Z ERROR [user-service] Liveness probe failed: HTTP probe failed with statuscode 503 pod=order-service-3c2d1e-jk5gh consecutive_failures=3,deployment_issue
2026-03-10T02:48:53.670Z ERROR [notification-service] ENOMEM: mmap failed size=2762MB host=k8s-worker-1a available_memory=34MB,resource_exhaustion
2026-03-13T13:41:52.684Z ERROR [scheduler] Redis READONLY: You can't write against a read only replica host=postgres-primary command=SET,dependency_failure
2026-03-09T17:29:30.528Z DEBUG [payment-service] Connection pool stats: active=5 idle=15 total=20 host=k8s-worker-1a,normal
2026-03-15T11:09:32.191Z DEBUG [event-bus] TLS handshake completed peer=k8s-worker-3c:443 protocol=TLSv1.3 cipher=TLS_AES_256_GCM_SHA384,normal
2026-03-10T16:44:14.180Z ERROR [billing-service] HPA unable to scale: unable to get metrics for resource cpu: no metrics returned from resource metrics API,deployment_issue
2026-03-11T23:20:40.958Z WARN  [analytics-service] Error rate threshold exceeded: 15.3% errors in last 60s (threshold=5%) endpoint=/api/v1/users,error_rate
2026-03-12T05:43:53.862Z INFO  [auth-service] Rate limiter token_bucket refilled bucket=auth-service tokens=100 interval=60s,normal
2026-03-15T20:35:35.395Z FATAL [search-service] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=k8s-worker-3c,config_error
2026-03-17T08:56:45.839Z ERROR [event-bus] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-16T08:41:39.423Z ERROR [auth-service] Request timeout after 30000ms PUT /api/v1/auth/refresh request_id=ddf88ea3c615,error_rate
2026-03-16T01:45:12.417Z WARN  [notification-service] Circuit breaker half-open for vault-server testing with 1 request after 30s cooldown,dependency_failure
"2026-03-17T05:15:56.440Z WARN  [worker-pool] Deprecated config key 'ssl_verify' used, migrate to 'tls.verify_certificates' before v3.0",config_error
2026-03-16T20:14:26.470Z ERROR [cdn-proxy] CrashLoopBackOff pod=order-service-3c2d1e-jk5gh namespace=kube-system restart_count=19 back_off=5m,deployment_issue
2026-03-16T08:03:36.167Z ERROR [cache-manager] HPA unable to scale: unable to get metrics for resource cpu: no metrics returned from resource metrics API,deployment_issue
"2026-03-09T20:24:53.082Z ERROR [event-bus] MongoDB replica set election in progress: postgres-replica-1 error=""not primary"" retrying in 10s",dependency_failure
2026-03-15T04:48:36.178Z FATAL [api-gateway] Panic recovered: runtime error: index out of range [5] with length 3 goroutine=130,error_rate
2026-03-17T10:51:56.383Z INFO  [search-service] Worker thread started thread_id=55 pool_size=16,normal
2026-03-10T21:26:58.425Z FATAL [payment-service] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=prod-node-01,config_error
2026-03-11T00:10:52.235Z ERROR [auth-service] Request timeout after 30000ms PATCH /api/v1/payments request_id=cda918ccfc98,error_rate
2026-03-17T10:18:30.097Z ERROR [cache-manager] Request timeout after 30000ms PUT /metrics request_id=42f0411535a0,error_rate
2026-03-15T11:26:34.816Z ERROR [scheduler] Connection refused to mongodb-analytics host=10.0.25.97:5432 errno=ECONNREFUSED,dependency_failure
2026-03-16T01:21:01.543Z DEBUG [analytics-service] Connection pool stats: active=5 idle=15 total=20 host=k8s-worker-1a,normal
2026-03-09T17:51:49.091Z INFO  [cache-manager] Rate limiter token_bucket refilled bucket=cache-manager tokens=100 interval=60s,normal
2026-03-10T12:38:52.837Z DEBUG [order-service] Connection pool stats: active=5 idle=15 total=20 host=staging-node-01,normal
2026-03-14T22:47:35.062Z ERROR [api-gateway] Kafka broker unreachable: broker_id=3 host=kafka-2.internal:9092 errno=ETIMEDOUT,dependency_failure
2026-03-11T14:52:03.110Z INFO  [payment-service] Cache hit ratio=0.97 keys=1097 host=prod-node-01,normal
"2026-03-13T04:09:59.640Z ERROR [auth-service] TLS handshake failed: datadog-agent:443 error=""certificate has expired"" not_after=2025-12-01T00:00:00Z",dependency_failure
2026-03-11T04:34:21.164Z INFO  [api-gateway] Deployment readiness probe succeeded pod=order-service-3c2d1e-jk5gh namespace=default,normal
"2026-03-11T13:23:37.508Z ERROR [event-bus] Response validation failed: expected 200, got 401 body=""{\""error\"":\""service degraded\""}"" request_id=7660bc5896b1",error_rate
2026-03-13T11:41:41.275Z ERROR [notification-service] HPA unable to scale: unable to get metrics for resource cpu: no metrics returned from resource metrics API,deployment_issue
2026-03-11T16:56:01.404Z WARN  [user-service] CPU throttling detected: 77% throttled periods pod=worker-pool-6e5f4g-vw8xy cpu_limit=500m,resource_exhaustion
2026-03-09T19:04:33.273Z INFO  [worker-pool] Deployment readiness probe succeeded pod=api-gateway-7f8b6c-xk9mz namespace=default,normal
2026-03-09T23:58:36.791Z ERROR [billing-service] 500 errors spiking: count=111 window=5m baseline=8,error_rate
2026-03-12T22:27:09.755Z ERROR [payment-service] Connection pool exhausted: active=98/100 waiting=45 timeout=5000ms db=elasticsearch-cluster,resource_exhaustion
"2026-03-11T04:29:55.498Z ERROR [analytics-service] POST /api/v1/notifications failed status=503 error=""Internal Server Error"" request_id=453f2f9facd1",error_rate
2026-03-13T14:50:05.224Z INFO  [notification-service] Session created user_id=ab34904288de ip=10.34.211.46 ttl=3600s,normal
"2026-03-12T23:52:13.528Z ERROR [payment-service] Vault sealed: unable to retrieve secret secret/payment-service/db-creds error=""Vault is sealed""",dependency_failure
2026-03-17T09:11:19.317Z FATAL [billing-service] Cannot fork new process: errno=12 (Cannot allocate memory) host=k8s-worker-3c pid=35056,resource_exhaustion
2026-03-15T23:36:26.559Z ERROR [search-service] Unhandled exception in request handler: NullPointerException at com.search-service.handler.process(Handler.java:142) request_id=8756487a03d4,error_rate
2026-03-16T16:37:00.560Z ERROR [scheduler] ENOMEM: mmap failed size=2026MB host=k8s-worker-2b available_memory=23MB,resource_exhaustion
2026-03-10T10:52:30.903Z DEBUG [notification-service] TLS handshake completed peer=prod-node-03:443 protocol=TLSv1.3 cipher=TLS_AES_256_GCM_SHA384,normal
2026-03-11T12:47:09.987Z ERROR [scheduler] 500 errors spiking: count=412 window=5m baseline=8,error_rate
2026-03-12T11:55:58.924Z INFO  [billing-service] Successfully processed request request_id=ff36ed78cc09 duration=278ms,normal
2026-03-13T23:42:27.440Z DEBUG [payment-service] DNS resolution host=k8s-worker-1a resolved_in=13ms ttl=129s,normal
2026-03-11T18:32:20.192Z ERROR [auth-service] CrashLoopBackOff pod=payment-service-9a8b7c-lm2np namespace=monitoring restart_count=8 back_off=5m,deployment_issue
2026-03-15T21:54:39.867Z ERROR [api-gateway] Evicted pod=api-gateway-7f8b6c-xk9mz namespace=monitoring reason=The node was low on resource: memory,resource_exhaustion
"2026-03-16T12:01:18.818Z ERROR [analytics-service] Invalid log level 'TRACE' in config, falling back to INFO",config_error
2026-03-15T11:03:09.034Z ERROR [auth-service] Evicted pod=order-service-3c2d1e-jk5gh namespace=staging reason=The node was low on resource: memory,resource_exhaustion
2026-03-11T21:20:15.194Z ERROR [event-bus] ENOMEM: mmap failed size=1036MB host=prod-node-02 available_memory=65MB,resource_exhaustion
2026-03-14T21:58:14.217Z INFO  [cache-manager] Successfully processed request request_id=7bb0ba81cec1 duration=180ms,normal
2026-03-16T17:01:55.057Z INFO  [cache-manager] Successfully processed request request_id=16a3394e58ef duration=102ms,normal
2026-03-15T10:43:04.977Z FATAL [cdn-proxy] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=prod-node-02,config_error
2026-03-15T12:41:42.848Z INFO  [notification-service] Graceful shutdown initiated pid=20686 signal=SIGTERM,normal
2026-03-11T04:49:01.908Z INFO  [payment-service] DELETE /readyz completed status=204 latency=59ms request_id=0a4a08162fb3,normal
2026-03-15T09:01:45.659Z ERROR [payment-service] Feature flag parsing error: invalid JSON in flag 'enable_new_checkout' value='tru' expected boolean,config_error
2026-03-14T18:19:38.798Z ERROR [analytics-service] Secret mount failed: /var/run/secrets/analytics-service/api-key: no such file or directory,config_error
2026-03-10T01:08:40.507Z DEBUG [billing-service] DNS resolution host=staging-node-01 resolved_in=6ms ttl=296s,normal
2026-03-15T14:02:23.061Z ERROR [payment-service] Request timeout after 30000ms DELETE /api/v1/auth/login request_id=834dc44fd57b,error_rate
2026-03-13T14:58:14.440Z WARN  [worker-pool] Memory usage critical: 94.7% used (heap=1847MB/1952MB) GC overhead=38% host=prod-node-02,resource_exhaustion
2026-03-16T19:04:37.436Z ERROR [scheduler] Redis READONLY: You can't write against a read only replica host=postgres-replica-1 command=SET,dependency_failure
"2026-03-13T05:54:12.693Z WARN  [api-gateway] Consul health check failing for datadog-agent: status=critical output=""TCP connection timeout""",dependency_failure
"2026-03-14T07:07:52.153Z ERROR [api-gateway] MongoDB replica set election in progress: postgres-replica-1 error=""not primary"" retrying in 9s",dependency_failure
"2026-03-16T09:56:10.451Z ERROR [cache-manager] Traceback (most recent call last):\n  File ""/app/cache-manager/views.py"", line 195, in handle_request\n    result = process(data)\nValueError: invalid literal for int() with base 10: 'abc'",error_rate
"2026-03-14T05:34:17.083Z WARN  [notification-service] Retry attempt 3/5 for POST /api/v1/auth/login last_error=""connection reset by peer""",error_rate
2026-03-11T22:44:07.225Z ERROR [notification-service] Node scheduling failed: 0/8 nodes available: insufficient cpu pod=auth-service-5d4e3f-qr7ws,deployment_issue
"2026-03-16T03:29:42.977Z ERROR [order-service] Invalid log level 'TRACE' in config, falling back to INFO",config_error
2026-03-15T11:54:38.546Z ERROR [payment-service] Too many open files: ulimit=1903 current=3196 host=prod-node-02,resource_exhaustion
"2026-03-16T01:08:06.333Z ERROR [cdn-proxy] TLS handshake failed: datadog-agent:443 error=""certificate has expired"" not_after=2025-12-01T00:00:00Z",dependency_failure
2026-03-14T20:54:15.797Z DEBUG [payment-service] DNS resolution host=k8s-worker-1a resolved_in=14ms ttl=255s,normal
2026-03-10T15:57:31.738Z INFO  [user-service] Health check passed endpoint=/healthz status=ok uptime=34521s,normal
"2026-03-14T23:53:44.709Z FATAL [search-service] Environment variable DATABASE_URL is not set, cannot start service",config_error
2026-03-15T08:57:42.741Z INFO  [search-service] Health check passed endpoint=/healthz status=ok uptime=34521s,normal
2026-03-14T17:32:16.027Z INFO  [billing-service] Metrics exported datapoints=327 target=prometheus,normal
"2026-03-09T15:28:37.868Z ERROR [billing-service] Invalid log level 'TRACE' in config, falling back to INFO",config_error
"2026-03-11T20:28:23.424Z WARN  [analytics-service] Retry attempt 3/5 for GET /api/v1/auth/login last_error=""connection reset by peer""",error_rate
2026-03-09T20:45:31.442Z WARN  [analytics-service] Rolling update paused: maxUnavailable reached deployment/analytics-service unavailable=3,deployment_issue
"2026-03-16T03:07:57.856Z WARN  [billing-service] Deprecated config key 'ssl_verify' used, migrate to 'tls.verify_certificates' before v3.0",config_error
2026-03-11T04:52:17.528Z INFO  [user-service] POST /api/v1/users completed status=201 latency=106ms request_id=5780febdb0f5,normal
2026-03-13T09:38:37.909Z WARN  [worker-pool] Thread pool saturated: active=137/200 queue=233 rejected=2,resource_exhaustion
2026-03-14T21:02:57.291Z ERROR [order-service] Kafka broker unreachable: broker_id=3 host=kafka-2.internal:9092 errno=ETIMEDOUT,dependency_failure
2026-03-16T00:40:26.974Z ERROR [billing-service] Node scheduling failed: 0/7 nodes available: insufficient cpu pod=auth-service-5d4e3f-qr7ws,deployment_issue
2026-03-15T03:51:06.934Z INFO  [payment-service] Rate limiter token_bucket refilled bucket=payment-service tokens=100 interval=60s,normal
"2026-03-09T15:33:26.354Z WARN  [inventory-service] Consul health check failing for twilio-sms: status=critical output=""TCP connection timeout""",dependency_failure
"2026-03-11T09:29:53.125Z WARN  [billing-service] TLS certificate path /etc/ssl/billing-service/tls.crt does not exist, disabling TLS",config_error
2026-03-11T16:32:36.904Z ERROR [order-service] Schema migration version mismatch: expected=42 got=39 database=postgres-primary,config_error
2026-03-11T09:42:33.793Z ERROR [analytics-service] Secret mount failed: /var/run/secrets/analytics-service/api-key: no such file or directory,config_error
2026-03-12T06:34:19.090Z ERROR [api-gateway] inode exhaustion: used=99.8% filesystem=/dev/sda1 host=prod-node-02,resource_exhaustion
2026-03-11T03:38:04.190Z ERROR [inventory-service] Evicted pod=order-service-3c2d1e-jk5gh namespace=default reason=The node was low on resource: memory,resource_exhaustion
"2026-03-12T06:20:52.946Z ERROR [payment-service] Vault sealed: unable to retrieve secret secret/payment-service/db-creds error=""Vault is sealed""",dependency_failure
"2026-03-13T19:03:44.886Z ERROR [auth-service] ImagePullBackOff: failed to pull image registry.internal/auth-service:v4.7.93 error=""manifest unknown""",deployment_issue
